PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
3628,1,2,Alice 3628,female,32.4,2,1,TKT003628,64.92,,S
3629,1,1,Michael 3629,female,,0,1,TKT003629,188.04,E31,C
3630,0,2,James 3630,male,61.2,3,0,TKT003630,38.07,B45,S
3631,0,1,David 3631,male,33.5,1,1,TKT003631,74.12,C23,C
3632,1,1,Alice 3632,male,2.8,3,1,TKT003632,76.3,,Q
3633,0,2,Robert 3633,male,27.3,1,2,TKT003633,54.03,,C
3634,0,3,Sophia 3634,male,79.8,3,3,TKT003634,23.18,,C
3635,0,3,Sophia 3635,male,72.0,0,2,TKT003635,17.7,,S
3636,1,1,Robert 3636,male,4.1,0,2,TKT003636,99.2,,C
3637,0,3,Emma 3637,female,6.4,4,3,TKT003637,10.1,,Q
3638,1,2,Alice 3638,female,58.4,4,1,TKT003638,76.78,,S
3639,1,1,Liam 3639,male,68.5,1,1,TKT003639,194.14,B45,C
3640,0,2,David 3640,male,54.8,2,0,TKT003640,37.48,A10,S
3641,0,2,Robert 3641,female,15.7,4,1,TKT003641,46.57,E31,Q
3642,1,1,Emma 3642,female,72.8,1,2,TKT003642,172.72,A10,Q
3643,0,1,Emma 3643,male,36.3,1,0,TKT003643,207.55,A10,Q
3644,1,2,Robert 3644,female,29.6,1,1,TKT003644,79.48,B45,S
3645,0,2,Ava 3645,male,,2,3,TKT003645,53.45,,Q
3646,1,2,Ava 3646,female,50.8,2,0,TKT003646,25.88,D12,Q
3647,1,3,Alice 3647,female,67.2,2,1,TKT003647,5.02,,Q
3648,1,3,Noah 3648,female,21.9,2,2,TKT003648,7.17,,Q
3649,1,1,Ava 3649,female,78.3,2,0,TKT003649,181.94,E31,Q
3650,1,3,Ava 3650,female,39.2,2,1,TKT003650,34.45,,Q
3651,0,1,Ava 3651,male,22.4,0,1,TKT003651,245.66,,C
3652,0,2,James 3652,male,67.5,1,0,TKT003652,22.58,D12,Q
3653,1,1,Michael 3653,female,75.9,2,3,TKT003653,248.28,E31,Q
3654,1,1,John 3654,female,52.4,3,0,TKT003654,108.09,B45,C
3655,1,3,David 3655,male,,4,0,TKT003655,39.98,,C
3656,1,3,William 3656,female,75.5,0,0,TKT003656,30.08,,C
3657,0,3,Liam 3657,female,5.3,2,1,TKT003657,29.07,,S
3658,0,3,Michael 3658,female,2.3,0,2,TKT003658,7.57,,Q
3659,1,1,James 3659,male,,2,0,TKT003659,207.17,D12,C
3660,0,1,John 3660,female,36.1,4,2,TKT003660,102.98,,S
3661,1,3,Sophia 3661,female,37.2,0,0,TKT003661,13.06,,C
3662,1,1,Robert 3662,male,57.0,2,0,TKT003662,194.98,E31,S
3663,1,1,Emma 3663,female,34.3,2,1,TKT003663,176.36,,S
3664,0,2,Emma 3664,male,71.8,1,2,TKT003664,28.7,C23,S
3665,1,3,Ava 3665,female,59.4,1,3,TKT003665,38.08,,S
3666,0,3,Mary 3666,male,,4,0,TKT003666,13.31,,Q
3667,1,1,Liam 3667,female,,0,1,TKT003667,186.6,D12,Q
3668,0,3,David 3668,male,68.8,4,1,TKT003668,35.22,,C
3669,1,3,James 3669,female,56.9,3,3,TKT003669,21.77,,C
3670,1,3,Alice 3670,female,7.6,3,1,TKT003670,27.42,,C
3671,1,1,Michael 3671,male,39.9,0,1,TKT003671,153.33,A10,C
3672,0,3,Liam 3672,male,18.6,0,2,TKT003672,12.66,,C
3673,0,1,Ava 3673,male,54.1,1,2,TKT003673,215.73,,Q
3674,0,3,Sophia 3674,male,51.9,4,3,TKT003674,37.07,,S
3675,1,1,Sophia 3675,male,1.1,3,1,TKT003675,55.39,D12,C
3676,0,3,John 3676,male,71.2,3,3,TKT003676,38.96,,Q
3677,0,3,Emma 3677,female,34.8,0,0,TKT003677,27.7,,Q
3678,1,1,Emma 3678,male,50.1,3,2,TKT003678,188.37,,C
3679,1,3,John 3679,male,23.7,2,0,TKT003679,7.3,,Q
3680,0,3,Noah 3680,male,76.2,4,0,TKT003680,25.34,,Q
3681,1,3,Mary 3681,female,17.6,3,3,TKT003681,9.69,,C
3682,1,1,Robert 3682,male,35.4,3,2,TKT003682,54.66,,Q
3683,0,3,Alice 3683,male,27.3,4,2,TKT003683,9.63,,S
3684,0,3,Sophia 3684,male,72.7,3,2,TKT003684,15.19,,C
3685,1,2,David 3685,female,62.0,1,1,TKT003685,38.93,D12,C
3686,0,3,James 3686,male,5.5,0,0,TKT003686,12.26,,S
3687,1,1,John 3687,male,64.4,4,0,TKT003687,80.45,D12,Q
3688,0,2,David 3688,female,42.1,2,2,TKT003688,43.92,D12,Q
3689,0,2,Alice 3689,male,47.6,1,3,TKT003689,73.22,B45,Q
3690,1,1,Liam 3690,female,2.5,1,2,TKT003690,179.64,A10,C
3691,1,3,Noah 3691,female,12.2,3,2,TKT003691,23.93,,Q
3692,1,1,Robert 3692,male,36.5,4,2,TKT003692,88.04,,Q
3693,1,2,Mia 3693,female,51.5,1,3,TKT003693,62.97,D12,Q
3694,0,3,David 3694,male,5.9,3,3,TKT003694,21.37,,S
3695,1,3,Olivia 3695,male,52.7,1,3,TKT003695,14.99,,Q
3696,1,1,Mary 3696,female,24.3,3,3,TKT003696,181.7,B45,C
3697,1,3,James 3697,male,33.3,4,3,TKT003697,35.58,,Q
3698,0,3,James 3698,male,59.1,2,2,TKT003698,25.18,,Q
3699,0,3,Sophia 3699,male,58.0,1,1,TKT003699,25.1,,Q
3700,1,2,John 3700,female,79.2,1,3,TKT003700,27.19,D12,C
3701,1,1,Mia 3701,male,57.1,4,0,TKT003701,65.35,D12,Q
3702,0,2,Mia 3702,male,56.0,1,2,TKT003702,24.54,B45,C
3703,0,1,Michael 3703,male,12.8,4,0,TKT003703,119.41,,C
3704,1,3,Alice 3704,female,70.8,0,1,TKT003704,23.42,,Q
3705,1,3,Ava 3705,female,,2,2,TKT003705,20.65,,S
3706,0,2,John 3706,male,60.2,1,3,TKT003706,58.22,,C
3707,1,1,Ava 3707,male,6.4,3,1,TKT003707,100.64,A10,S
3708,1,2,William 3708,female,6.1,1,3,TKT003708,67.68,C23,C
3709,1,1,David 3709,female,13.8,3,0,TKT003709,122.34,A10,S
3710,1,3,Liam 3710,female,7.8,4,1,TKT003710,7.15,,C
3711,0,3,Michael 3711,female,17.0,4,1,TKT003711,34.01,,Q
3712,1,2,Emma 3712,female,27.0,0,1,TKT003712,76.33,,C
3713,1,3,Ava 3713,female,62.6,3,2,TKT003713,17.46,,S
3714,1,3,David 3714,male,29.6,0,1,TKT003714,28.6,,C
3715,0,3,Alice 3715,male,50.0,0,2,TKT003715,37.87,,C
3716,0,2,Mary 3716,male,21.5,4,3,TKT003716,72.58,A10,C
3717,0,2,Ava 3717,male,68.8,2,1,TKT003717,63.36,A10,C
3718,0,1,Ava 3718,female,,1,2,TKT003718,229.72,,S
3719,0,3,James 3719,male,61.8,4,3,TKT003719,29.46,,Q
3720,0,3,Alice 3720,male,32.6,2,3,TKT003720,11.09,,C
3721,1,1,Alice 3721,male,44.4,0,3,TKT003721,206.41,D12,S
3722,1,2,Mia 3722,female,19.5,0,0,TKT003722,23.78,B45,C
3723,1,2,Liam 3723,female,57.7,4,3,TKT003723,60.46,E31,C
3724,1,1,David 3724,female,7.0,3,3,TKT003724,112.4,,Q
3725,1,2,William 3725,female,,4,2,TKT003725,70.53,,C
3726,1,2,John 3726,male,30.3,4,1,TKT003726,79.8,,C
3727,1,1,Mary 3727,male,19.9,2,2,TKT003727,75.72,A10,Q
3728,0,1,Sophia 3728,male,45.0,3,3,TKT003728,138.92,A10,Q
3729,1,3,David 3729,female,66.3,2,1,TKT003729,36.56,,Q
3730,1,1,Liam 3730,male,24.4,1,0,TKT003730,247.54,,S
3731,1,1,Emma 3731,male,24.7,4,3,TKT003731,115.5,E31,C
3732,1,1,John 3732,male,64.6,0,2,TKT003732,135.72,B45,S
3733,0,2,Sophia 3733,female,64.6,4,3,TKT003733,56.96,B45,S
3734,1,3,Mary 3734,female,24.7,0,3,TKT003734,22.77,,S
3735,0,2,Alice 3735,male,61.1,4,2,TKT003735,42.62,,S
3736,1,1,Sophia 3736,male,66.5,4,3,TKT003736,102.53,A10,Q
3737,1,1,James 3737,male,59.3,1,1,TKT003737,76.88,,Q
3738,0,1,Mary 3738,male,1.2,3,0,TKT003738,245.3,D12,Q
3739,1,3,Ava 3739,female,,2,2,TKT003739,6.08,,C
3740,1,1,Michael 3740,male,61.7,2,1,TKT003740,223.84,C23,S
3741,0,3,William 3741,male,10.5,4,1,TKT003741,27.1,,Q
3742,1,3,Noah 3742,male,59.1,0,0,TKT003742,35.98,,S
3743,1,2,David 3743,female,51.8,4,1,TKT003743,27.73,E31,C
3744,0,3,Mary 3744,male,71.3,2,1,TKT003744,8.76,,Q
3745,1,1,Olivia 3745,female,24.1,3,1,TKT003745,122.78,,S
3746,0,1,Robert 3746,male,33.7,1,2,TKT003746,116.95,C23,C
3747,0,2,Ava 3747,male,79.8,2,3,TKT003747,58.81,A10,S
3748,1,2,Alice 3748,female,70.8,2,0,TKT003748,79.45,B45,C
3749,1,3,Mary 3749,female,23.8,0,1,TKT003749,11.97,,Q
3750,0,3,Emma 3750,male,61.8,1,0,TKT003750,28.73,,Q
3751,1,3,Olivia 3751,female,78.1,2,1,TKT003751,39.84,,Q
3752,0,1,Michael 3752,male,41.7,4,1,TKT003752,78.59,C23,Q
3753,1,1,Sophia 3753,male,17.9,4,2,TKT003753,200.3,E31,Q
3754,1,1,Emma 3754,female,37.1,0,2,TKT003754,239.47,E31,S
3755,1,1,John 3755,female,44.7,2,2,TKT003755,218.9,,C
3756,1,3,John 3756,male,77.3,4,2,TKT003756,37.38,,Q
3757,1,1,David 3757,female,70.8,0,1,TKT003757,127.04,,Q
3758,1,1,Michael 3758,female,67.4,3,0,TKT003758,182.27,,S
3759,0,2,Mia 3759,male,19.5,3,0,TKT003759,55.93,B45,S
3760,0,2,Mary 3760,male,33.6,0,1,TKT003760,25.28,A10,Q
3761,1,1,William 3761,male,2.8,3,1,TKT003761,165.94,D12,S
3762,0,3,David 3762,male,64.1,2,3,TKT003762,15.27,,S
3763,0,3,Robert 3763,male,,4,0,TKT003763,15.98,,C
3764,1,1,Alice 3764,female,72.4,2,3,TKT003764,104.07,D12,C
3765,1,1,Olivia 3765,male,,0,2,TKT003765,87.0,C23,Q
3766,0,3,Liam 3766,female,67.1,2,1,TKT003766,25.75,,Q
3767,1,2,James 3767,female,26.1,3,1,TKT003767,27.69,,Q
3768,0,3,Emma 3768,male,71.4,0,1,TKT003768,11.03,,Q
3769,1,1,David 3769,female,,2,3,TKT003769,218.2,A10,S
3770,1,1,Mary 3770,female,5.8,2,3,TKT003770,219.97,,C
3771,1,1,William 3771,female,20.6,4,1,TKT003771,150.43,C23,Q
3772,0,2,Mia 3772,male,2.9,3,3,TKT003772,64.43,,Q
3773,0,2,Noah 3773,male,47.7,2,3,TKT003773,23.82,D12,C
3774,0,3,Mary 3774,male,32.8,0,2,TKT003774,6.4,,C
3775,1,1,Ava 3775,female,62.7,0,2,TKT003775,75.63,D12,S
3776,0,3,James 3776,male,46.0,0,2,TKT003776,12.36,,S
3777,1,1,William 3777,male,78.2,2,3,TKT003777,246.97,C23,Q
3778,0,1,Alice 3778,female,9.8,1,0,TKT003778,229.5,D12,S
3779,1,1,Emma 3779,female,30.1,4,2,TKT003779,86.35,C23,Q
3780,1,3,Ava 3780,female,17.3,0,0,TKT003780,22.39,,C
3781,0,3,Alice 3781,female,71.2,3,2,TKT003781,6.72,,Q
3782,1,1,David 3782,female,75.0,4,3,TKT003782,215.15,,Q
3783,1,1,Ava 3783,female,42.4,3,3,TKT003783,155.22,C23,C
3784,1,2,William 3784,female,59.5,0,0,TKT003784,73.76,,C
3785,0,2,Michael 3785,female,23.5,4,3,TKT003785,66.05,,Q
3786,1,3,William 3786,male,62.9,2,2,TKT003786,34.13,,S
3787,0,1,William 3787,male,16.5,1,2,TKT003787,80.27,,C
3788,1,3,Ava 3788,female,5.1,0,3,TKT003788,10.69,,C
3789,1,3,Mia 3789,female,35.1,2,1,TKT003789,10.45,,C
3790,1,1,Sophia 3790,female,11.7,0,3,TKT003790,86.97,E31,S
3791,0,2,Robert 3791,female,5.9,3,1,TKT003791,50.81,D12,C
3792,0,1,Alice 3792,male,79.3,0,2,TKT003792,118.49,,Q
3793,0,2,Mia 3793,male,4.3,4,2,TKT003793,57.7,C23,C
3794,1,1,John 3794,female,20.8,4,3,TKT003794,231.09,B45,C
3795,1,3,Mary 3795,female,,2,0,TKT003795,38.1,,Q
3796,1,2,Robert 3796,female,30.7,0,2,TKT003796,54.59,C23,Q
3797,0,2,Michael 3797,male,15.2,1,1,TKT003797,37.21,D12,S
3798,0,2,James 3798,female,76.0,3,0,TKT003798,64.03,,S
3799,1,2,John 3799,female,55.6,0,0,TKT003799,47.01,E31,S
3800,1,1,Robert 3800,male,14.6,3,3,TKT003800,91.58,,C
3801,1,2,Sophia 3801,male,42.4,4,2,TKT003801,57.75,E31,C
3802,0,2,David 3802,male,74.2,1,3,TKT003802,43.76,,Q
3803,1,1,Sophia 3803,male,46.1,4,0,TKT003803,74.15,,C
3804,0,3,David 3804,female,5.0,2,0,TKT003804,39.57,,Q
3805,1,2,John 3805,male,37.7,1,2,TKT003805,44.87,,C
3806,0,1,David 3806,male,65.6,4,2,TKT003806,183.51,A10,S
3807,0,3,William 3807,male,73.0,3,3,TKT003807,35.15,,Q
3808,1,1,Mary 3808,male,39.8,3,2,TKT003808,85.94,E31,S
3809,0,1,Mary 3809,male,48.9,3,3,TKT003809,101.45,D12,C
3810,1,1,Sophia 3810,female,21.4,0,3,TKT003810,154.16,D12,Q
3811,1,1,Ava 3811,male,23.3,0,2,TKT003811,196.62,,Q
3812,0,2,Emma 3812,male,33.1,1,0,TKT003812,76.67,,S
3813,1,1,Michael 3813,male,39.3,0,1,TKT003813,173.18,,Q
3814,1,1,Ava 3814,male,36.8,1,3,TKT003814,78.4,,Q
3815,0,3,Olivia 3815,male,12.4,2,2,TKT003815,14.74,,S
3816,1,2,Robert 3816,female,11.0,1,2,TKT003816,34.79,E31,S
3817,0,1,John 3817,female,41.7,4,0,TKT003817,150.47,E31,Q
3818,0,2,David 3818,male,,2,1,TKT003818,30.62,,S
3819,1,2,Mia 3819,female,11.8,1,0,TKT003819,61.37,B45,C
3820,1,1,Mia 3820,female,5.0,3,2,TKT003820,173.7,,C
3821,0,1,David 3821,male,32.2,4,2,TKT003821,206.27,,S
3822,0,1,Olivia 3822,male,34.7,3,3,TKT003822,240.07,,Q
3823,1,2,Liam 3823,female,54.7,4,0,TKT003823,73.79,B45,Q
3824,0,3,Sophia 3824,male,32.6,4,2,TKT003824,37.8,,S
3825,1,2,Sophia 3825,female,69.7,3,3,TKT003825,57.2,E31,C
3826,0,3,Emma 3826,male,16.6,0,2,TKT003826,32.75,,S
3827,1,3,Olivia 3827,female,,0,3,TKT003827,10.43,,S
3828,0,1,William 3828,female,38.0,0,3,TKT003828,86.22,,S
3829,0,3,Michael 3829,male,64.4,2,0,TKT003829,12.14,,S
3830,0,3,Alice 3830,male,43.7,3,0,TKT003830,12.2,,S
3831,1,2,Robert 3831,female,76.5,0,3,TKT003831,59.01,C23,S
3832,0,2,Robert 3832,male,64.7,4,1,TKT003832,57.69,B45,C
3833,1,1,Olivia 3833,female,33.4,4,2,TKT003833,78.15,B45,C
3834,1,1,Noah 3834,male,74.6,4,0,TKT003834,73.7,A10,C
3835,0,2,Robert 3835,male,48.2,1,3,TKT003835,39.33,,S
3836,0,2,Robert 3836,male,24.0,3,0,TKT003836,45.76,,C
3837,0,2,Noah 3837,male,11.0,0,1,TKT003837,45.06,B45,S
3838,0,3,Olivia 3838,female,48.0,3,3,TKT003838,9.91,,S
3839,0,2,Michael 3839,male,35.0,4,3,TKT003839,65.35,,C
3840,1,3,William 3840,female,77.2,2,2,TKT003840,33.72,,S
3841,1,2,Ava 3841,male,26.8,2,0,TKT003841,26.17,E31,S
3842,1,1,David 3842,female,38.7,1,2,TKT003842,138.0,A10,Q
3843,0,3,Alice 3843,male,16.5,4,1,TKT003843,27.62,,S
3844,1,1,Emma 3844,male,50.0,4,2,TKT003844,152.35,,Q
3845,0,3,Noah 3845,male,62.2,4,1,TKT003845,18.71,,S
3846,1,3,James 3846,female,79.1,3,0,TKT003846,19.18,,S
3847,0,1,Emma 3847,female,35.5,0,3,TKT003847,201.48,,Q
3848,1,3,Olivia 3848,female,11.1,3,1,TKT003848,7.14,,Q
3849,1,2,David 3849,female,22.9,4,0,TKT003849,69.97,A10,C
3850,0,1,Alice 3850,male,25.5,4,2,TKT003850,165.96,,C
3851,1,1,Robert 3851,female,75.9,2,2,TKT003851,198.92,A10,C
3852,1,2,Michael 3852,female,64.2,2,0,TKT003852,67.36,E31,Q
3853,0,3,Olivia 3853,male,,2,0,TKT003853,36.86,,C
3854,1,1,John 3854,male,64.6,4,1,TKT003854,195.28,,Q
3855,1,1,Alice 3855,male,,4,2,TKT003855,113.54,,S
3856,0,3,John 3856,male,35.9,2,2,TKT003856,26.59,,C
3857,0,1,Sophia 3857,male,15.8,4,2,TKT003857,242.03,C23,C
3858,0,2,Emma 3858,male,17.6,0,0,TKT003858,71.05,D12,S
3859,1,3,John 3859,female,5.2,3,2,TKT003859,19.78,,Q
3860,1,3,Mia 3860,female,,0,3,TKT003860,39.84,,Q
3861,1,3,Liam 3861,female,78.5,0,3,TKT003861,37.74,,S
3862,1,1,Alice 3862,male,43.0,1,0,TKT003862,126.58,,Q
3863,1,2,Alice 3863,female,53.6,1,1,TKT003863,68.33,A10,C
3864,0,1,William 3864,female,12.1,0,0,TKT003864,226.55,,Q
3865,0,2,David 3865,male,62.6,0,1,TKT003865,34.94,B45,S
3866,1,3,Olivia 3866,female,18.8,0,0,TKT003866,16.23,,Q
3867,1,3,Robert 3867,male,61.6,4,0,TKT003867,26.52,,S
3868,0,3,Noah 3868,female,18.4,2,0,TKT003868,33.7,,S
3869,1,3,Emma 3869,female,42.2,2,1,TKT003869,17.68,,S
3870,0,1,Noah 3870,male,9.8,2,2,TKT003870,188.52,,C
3871,1,1,William 3871,male,5.5,1,1,TKT003871,195.56,B45,S
3872,1,2,Robert 3872,female,49.4,4,0,TKT003872,64.89,E31,S
3873,1,1,John 3873,male,,1,3,TKT003873,194.62,A10,S
3874,1,2,Noah 3874,female,29.2,1,1,TKT003874,23.35,D12,Q
3875,1,1,Alice 3875,male,9.2,3,2,TKT003875,137.38,,C
3876,1,1,Sophia 3876,male,17.9,2,3,TKT003876,228.11,C23,S
3877,0,3,Olivia 3877,male,48.2,2,2,TKT003877,36.37,,S
3878,1,2,Emma 3878,female,17.4,3,2,TKT003878,65.32,B45,Q
3879,1,3,William 3879,female,25.6,3,3,TKT003879,28.24,,Q
3880,0,2,Mia 3880,male,33.1,2,2,TKT003880,43.78,D12,S
3881,0,2,Ava 3881,male,1.4,1,3,TKT003881,70.6,C23,C
3882,0,3,Ava 3882,female,29.2,0,3,TKT003882,18.91,,S
3883,1,3,Noah 3883,male,57.6,1,0,TKT003883,5.0,,Q
3884,0,1,Liam 3884,male,9.7,3,1,TKT003884,162.22,C23,C
3885,1,1,William 3885,female,57.8,0,1,TKT003885,142.81,,Q
3886,1,2,Emma 3886,female,64.6,4,2,TKT003886,52.77,B45,Q
3887,0,2,James 3887,male,18.6,3,2,TKT003887,58.86,,S
3888,1,1,Mary 3888,male,4.5,0,0,TKT003888,149.31,,C
3889,1,1,John 3889,female,68.2,2,2,TKT003889,172.03,,Q
3890,1,3,Liam 3890,female,49.9,2,3,TKT003890,5.98,,C
3891,0,2,John 3891,male,79.4,4,2,TKT003891,30.08,,S
3892,0,3,Alice 3892,male,76.0,2,2,TKT003892,24.15,,S
3893,1,2,John 3893,female,79.4,3,3,TKT003893,32.3,D12,Q
3894,0,3,Mary 3894,male,72.7,1,2,TKT003894,17.78,,Q
3895,0,2,Michael 3895,male,25.7,0,3,TKT003895,69.79,,Q
3896,1,1,John 3896,male,67.3,3,0,TKT003896,124.92,,Q
3897,1,2,Olivia 3897,male,2.5,2,2,TKT003897,68.86,,Q
3898,1,3,James 3898,female,76.2,2,3,TKT003898,35.83,,S
3899,0,2,Mia 3899,male,69.5,4,3,TKT003899,61.56,D12,S
3900,0,3,Robert 3900,male,50.8,1,3,TKT003900,9.2,,Q
3901,1,3,Michael 3901,female,17.5,0,3,TKT003901,27.03,,S
3902,0,2,Ava 3902,male,62.0,4,0,TKT003902,50.59,A10,S
3903,0,1,Ava 3903,male,66.6,2,0,TKT003903,60.84,B45,Q
3904,1,3,Noah 3904,female,62.5,0,2,TKT003904,21.65,,S
3905,0,3,Mary 3905,female,2.2,3,0,TKT003905,14.62,,Q
3906,0,3,Michael 3906,male,52.6,3,2,TKT003906,8.35,,S
3907,1,1,Noah 3907,female,71.3,0,3,TKT003907,118.28,,S
3908,1,1,Ava 3908,male,42.1,1,3,TKT003908,150.17,C23,Q
3909,1,3,John 3909,female,23.7,3,1,TKT003909,5.3,,S
3910,1,1,William 3910,male,22.2,1,3,TKT003910,205.01,C23,S
3911,1,1,James 3911,male,20.4,4,2,TKT003911,220.74,D12,S
3912,0,3,David 3912,male,66.2,4,2,TKT003912,13.98,,Q
3913,1,1,Alice 3913,female,37.8,0,3,TKT003913,229.86,C23,C
3914,0,1,Michael 3914,female,47.4,2,0,TKT003914,224.6,C23,C
3915,1,1,Ava 3915,female,56.6,0,1,TKT003915,152.16,,S
3916,1,1,Sophia 3916,female,38.6,4,3,TKT003916,81.05,,C
3917,1,3,Michael 3917,female,18.0,0,2,TKT003917,32.2,,C
3918,1,1,David 3918,male,14.0,0,1,TKT003918,202.51,B45,C
3919,1,1,Michael 3919,female,78.0,0,0,TKT003919,109.5,,C
3920,0,1,Emma 3920,male,73.4,1,0,TKT003920,161.11,,S
3921,1,3,Alice 3921,female,51.6,3,1,TKT003921,32.49,,S
3922,0,3,James 3922,male,64.2,2,0,TKT003922,7.13,,Q
3923,1,1,Alice 3923,male,48.5,0,3,TKT003923,162.27,C23,C
3924,0,1,William 3924,male,47.5,3,0,TKT003924,117.88,,Q
3925,0,1,William 3925,female,22.4,0,0,TKT003925,93.14,,Q
3926,0,3,Robert 3926,male,61.3,0,3,TKT003926,15.27,,S
3927,1,2,Mia 3927,female,19.9,1,2,TKT003927,49.16,,C
3928,1,3,William 3928,female,4.9,1,3,TKT003928,34.26,,S
3929,0,2,Mia 3929,female,29.4,4,1,TKT003929,57.71,,S
3930,0,3,Mia 3930,male,41.0,0,0,TKT003930,36.99,,S
3931,1,2,Mary 3931,female,2.6,3,1,TKT003931,23.55,,C
3932,1,2,Robert 3932,female,78.7,4,3,TKT003932,44.66,C23,Q
3933,0,3,David 3933,male,64.0,2,0,TKT003933,29.26,,C
3934,1,1,Emma 3934,male,9.5,0,0,TKT003934,81.79,B45,S
3935,0,3,John 3935,male,76.4,2,0,TKT003935,13.14,,C
3936,1,3,Alice 3936,female,58.1,2,2,TKT003936,10.33,,C
3937,1,3,Emma 3937,female,40.1,4,0,TKT003937,15.39,,S
3938,0,2,Sophia 3938,female,79.9,3,3,TKT003938,75.88,C23,C
3939,1,1,Emma 3939,male,56.1,2,1,TKT003939,148.6,,S
3940,1,3,Emma 3940,female,55.7,2,3,TKT003940,39.57,,Q
3941,0,2,David 3941,male,39.1,4,3,TKT003941,59.3,B45,S
3942,1,1,Mia 3942,male,10.7,0,0,TKT003942,118.64,,Q
3943,1,2,Noah 3943,female,21.2,0,3,TKT003943,64.48,E31,Q
3944,0,3,William 3944,male,20.0,1,3,TKT003944,39.51,,C
3945,0,2,Liam 3945,female,36.4,2,1,TKT003945,65.67,,Q
3946,0,3,David 3946,male,25.0,4,3,TKT003946,19.13,,Q
3947,1,1,Noah 3947,female,71.3,2,1,TKT003947,222.37,B45,S
3948,0,2,Mary 3948,male,43.9,0,1,TKT003948,60.48,C23,Q
3949,0,2,Michael 3949,male,6.6,0,0,TKT003949,55.6,,S
3950,0,3,Noah 3950,male,76.9,4,3,TKT003950,16.14,,C
3951,1,1,David 3951,female,65.4,2,3,TKT003951,193.67,A10,C
3952,0,3,Robert 3952,male,13.5,3,3,TKT003952,28.02,,C
3953,1,2,Mary 3953,male,57.9,0,3,TKT003953,66.39,A10,S
3954,1,1,John 3954,male,76.0,4,3,TKT003954,173.82,E31,C
3955,0,2,David 3955,male,51.3,3,0,TKT003955,67.68,D12,S
3956,0,1,James 3956,male,51.3,1,1,TKT003956,144.13,A10,C
3957,1,2,Michael 3957,female,6.6,0,0,TKT003957,51.6,,C
3958,1,1,Olivia 3958,male,73.6,0,2,TKT003958,73.34,,S
3959,0,1,Mary 3959,male,66.7,0,3,TKT003959,231.73,E31,C
3960,1,3,Mary 3960,female,38.7,0,3,TKT003960,26.49,,S
3961,1,3,Mia 3961,male,13.0,4,2,TKT003961,36.92,,Q
3962,1,1,Ava 3962,female,12.5,2,3,TKT003962,224.87,C23,C
3963,1,1,Ava 3963,female,56.8,2,0,TKT003963,193.2,C23,C
3964,1,2,Sophia 3964,female,77.7,1,1,TKT003964,37.66,B45,C
3965,1,1,Alice 3965,male,37.6,0,1,TKT003965,150.64,B45,S
3966,1,1,David 3966,female,49.6,2,1,TKT003966,52.87,D12,S
3967,0,3,Sophia 3967,female,,1,0,TKT003967,15.47,,Q
3968,1,2,William 3968,female,36.5,2,0,TKT003968,57.97,D12,Q
3969,0,2,Ava 3969,male,39.9,2,2,TKT003969,79.86,,Q
3970,0,2,Alice 3970,female,37.5,3,1,TKT003970,58.0,,Q
3971,0,3,Noah 3971,male,37.7,3,3,TKT003971,33.2,,C
3972,1,3,Sophia 3972,female,23.9,2,2,TKT003972,32.96,,Q
3973,1,3,Robert 3973,female,,3,3,TKT003973,34.74,,C
3974,1,2,Liam 3974,female,16.9,1,1,TKT003974,28.19,C23,C
3975,1,2,Noah 3975,female,13.8,3,2,TKT003975,55.92,C23,C
3976,0,3,Mary 3976,male,,1,1,TKT003976,24.15,,Q
3977,1,3,Mary 3977,female,63.6,2,0,TKT003977,38.98,,S
3978,0,2,James 3978,male,42.7,0,0,TKT003978,32.71,B45,C
3979,1,3,Mia 3979,female,27.7,2,0,TKT003979,26.0,,C
3980,1,3,Olivia 3980,female,63.1,4,0,TKT003980,6.35,,S
3981,0,3,Noah 3981,male,21.9,0,3,TKT003981,12.89,,C
3982,1,3,Alice 3982,female,36.3,3,1,TKT003982,27.15,,S
3983,1,2,Ava 3983,female,18.9,4,3,TKT003983,34.79,B45,S
3984,1,1,Sophia 3984,female,78.2,2,3,TKT003984,194.24,,S
3985,1,1,Liam 3985,female,16.9,4,2,TKT003985,199.2,E31,C
3986,0,2,Noah 3986,male,52.9,4,3,TKT003986,55.04,,S
3987,1,2,Emma 3987,female,37.2,2,0,TKT003987,52.59,C23,Q
3988,1,1,Michael 3988,female,1.7,4,2,TKT003988,168.31,D12,C
3989,1,1,Alice 3989,female,67.1,3,1,TKT003989,119.28,,S
3990,0,3,Mia 3990,male,20.1,1,2,TKT003990,28.51,,Q
3991,1,1,William 3991,female,69.0,1,0,TKT003991,177.92,D12,S
3992,1,1,Michael 3992,female,42.9,1,1,TKT003992,249.96,A10,C
3993,0,2,Robert 3993,male,24.2,4,3,TKT003993,40.21,C23,Q
3994,1,1,William 3994,female,6.4,4,0,TKT003994,186.82,E31,S
3995,0,2,Robert 3995,female,61.9,1,0,TKT003995,74.52,C23,C
3996,1,1,David 3996,male,,1,3,TKT003996,159.88,E31,C
3997,1,1,John 3997,female,32.4,3,3,TKT003997,77.35,C23,Q
3998,0,3,Emma 3998,male,11.1,4,2,TKT003998,18.85,,C
